"GEO","CITY","PROVINCE","CDUID","YEAR","POPULATION"
"Portneuf, Quebec","Portneuf","Quebec","2434","2011",49874
"Powell River, British Columbia","Powell River","British Columbia","5927","2011",20131
"Prescott and Russell, Ontario","Prescott and Russell","Ontario","3502","2011",87825
"Prince Edward, Ontario","Prince Edward","Ontario","3513","2011",25797
"Prince, Prince Edward Island","Prince","Prince Edward Island","1103","2011",45350
"Quebec, Quebec","Quebec","Quebec","2423","2011",560024
"Queens, New Brunswick","Queens","New Brunswick","1304","2011",11080
"Queens, Nova Scotia","Queens","Nova Scotia","1204","2011",11145
"Queens, Prince Edward Island","Queens","Prince Edward Island","1102","2011",80223
"Rainy River, Ontario","Rainy River","Ontario","3559","2011",20976
"Region 1, Northwest Territories","Region 1","Northwest Territories","6101","2011",6950
"Region 2, Northwest Territories","Region 2","Northwest Territories","6102","2011",2431
"Region 3, Northwest Territories","Region 3","Northwest Territories","6103","2011",2920
"Region 4, Northwest Territories","Region 4","Northwest Territories","6104","2011",3371
"Region 5, Northwest Territories","Region 5","Northwest Territories","6105","2011",7291
"Region 6, Northwest Territories","Region 6","Northwest Territories","6106","2011",20541
"Renfrew, Ontario","Renfrew","Ontario","3547","2011",104088
"Restigouche, New Brunswick","Restigouche","New Brunswick","1314","2011",32608
"Richmond, Nova Scotia","Richmond","Nova Scotia","1216","2011",9437
"Rimouski-Neigette, Quebec","Rimouski-Neigette","Quebec","2410","2011",55627
"Riviere-du-Loup, Quebec","Riviere-du-Loup","Quebec","2412","2011",34640
"Robert-Cliche, Quebec","Robert-Cliche","Quebec","2427","2011",19417
"Roussillon, Quebec","Roussillon","Quebec","2467","2011",173733
"Rouville, Quebec","Rouville","Quebec","2455","2011",36125
"Rouyn-Noranda, Quebec","Rouyn-Noranda","Quebec","2486","2011",41461
"Saint John, New Brunswick","Saint John","New Brunswick","1301","2011",77088
"Sept-Rivieres-Caniapiscau, Quebec","Sept-Rivieres-Caniapiscau","Quebec","2497","2011",39975
"Shawinigan, Quebec","Shawinigan","Quebec","2436","2011",50276
"Shelburne, Nova Scotia","Shelburne","Nova Scotia","1201","2011",14779
"Sherbrooke, Quebec","Sherbrooke","Quebec","2443","2011",156522
"Simcoe, Ontario","Simcoe","Ontario","3543","2011",458856
"Skeena-Queen Charlotte, British Columbia","Skeena-Queen Charlotte","British Columbia","5947","2011",19133
"Squamish-Lillooet, British Columbia","Squamish-Lillooet","British Columbia","5931","2011",39385
"Stikine, British Columbia","Stikine","British Columbia","5957","2011",652
"Stormont, Dundas and Glengarry, Ontario","Stormont","Ontario","3501","2011",115572
"Strathcona, British Columbia","Strathcona","British Columbia","5924","2011",43972
"Sudbury, Ontario","Sudbury","Ontario","3552","2011",21682
"Sunbury, New Brunswick","Sunbury","New Brunswick","1303","2011",27558
"Sunshine Coast, British Columbia","Sunshine Coast","British Columbia","5929","2011",28976
"Temiscamingue, Quebec","Temiscamingue","Quebec","2485","2011",16285
"Temiscouata, Quebec","Temiscouata","Quebec","2413","2011",20630
"Therese-De Blainville, Quebec","Therese-De Blainville","Quebec","2473","2011",155498
"Thompson-Nicola, British Columbia","Thompson-Nicola","British Columbia","5933","2011",130925
"Thunder Bay, Ontario","Thunder Bay","Ontario","3558","2011",150041
"Timiskaming, Ontario","Timiskaming","Ontario","3554","2011",33943
"Toronto, Ontario","Toronto","Ontario","3520","2011",2704880
"Vaudreuil-Soulanges, Quebec","Vaudreuil-Soulanges","Quebec","2471","2011",140912
"Victoria, New Brunswick","Victoria","New Brunswick","1312","2011",19967
"Victoria, Nova Scotia","Victoria","Nova Scotia","1218","2011",7248
"Waterloo, Ontario","Waterloo","Ontario","3530","2011",523681
"Wellington, Ontario","Wellington","Ontario","3523","2011",214753
"Westmorland, New Brunswick","Westmorland","New Brunswick","1307","2011",145586
"Yarmouth, Nova Scotia","Yarmouth","Nova Scotia","1202","2011",25768
"York, New Brunswick","York","New Brunswick","1310","2011",98146
"York, Ontario","York","Ontario","3519","2011",1065524
"Yukon, Yukon","Yukon","Yukon","6001","2011",35411
"Abitibi-Ouest, Quebec","Abitibi-Ouest","Quebec","2487","2012",21128
"Abitibi, Quebec","Abitibi","Quebec","2488","2012",24675
"Acton, Quebec","Acton","Quebec","2448","2012",15549
"Alberni-Clayoquot, British Columbia","Alberni-Clayoquot","British Columbia","5923","2012",31444
"Albert, New Brunswick","Albert","New Brunswick","1306","2012",29234
"Algoma, Ontario","Algoma","Ontario","3557","2012",118841
"Annapolis, Nova Scotia","Annapolis","Nova Scotia","1205","2012",21023
"Antigonish, Nova Scotia","Antigonish","Nova Scotia","1214","2012",19925
"Antoine-Labelle, Quebec","Antoine-Labelle","Quebec","2479","2012",35483
"Argenteuil, Quebec","Argenteuil","Quebec","2476","2012",32369
"Arthabaska, Quebec","Arthabaska","Quebec","2439","2012",70409
"Avignon, Quebec","Avignon","Quebec","2406","2012",15235
"Baffin, Nunavut","Baffin","Nunavut","6204","2012",18283
"Beauce-Sartigan, Quebec","Beauce-Sartigan","Quebec","2429","2012",51702
"Beauharnois-Salaberry, Quebec","Beauharnois-Salaberry","Quebec","2470","2012",62712
"Becancour, Quebec","Becancour","Quebec","2438","2012",20387
"Bellechasse, Quebec","Bellechasse","Quebec","2419","2012",36190
"Bonaventure, Quebec","Bonaventure","Quebec","2405","2012",18137
"Brant, Ontario","Brant","Ontario","3529","2012",140521
"Brome-Missisquoi, Quebec","Brome-Missisquoi","Quebec","2446","2012",56647
"Bruce, Ontario","Bruce","Ontario","3541","2012",68088
"Bulkley-Nechako, British Columbia","Bulkley-Nechako","British Columbia","5951","2012",39768
"Cape Breton, Nova Scotia","Cape Breton","Nova Scotia","1217","2012",103125
"Capital, British Columbia","Capital","British Columbia","5917","2012",374298
"Cariboo, British Columbia","Cariboo","British Columbia","5941","2012",63243
"Carleton, New Brunswick","Carleton","New Brunswick","1311","2012",27099
"Central Coast, British Columbia","Central Coast","British Columbia","5945","2012",3306
"Central Kootenay, British Columbia","Central Kootenay","British Columbia","5903","2012",59217
"Central Okanagan, British Columbia","Central Okanagan","British Columbia","5935","2012",186128
"Charlevoix-Est, Quebec","Charlevoix-Est","Quebec","2415","2012",16277
"Charlevoix, Quebec","Charlevoix","Quebec","2416","2012",13293
"Charlotte, New Brunswick","Charlotte","New Brunswick","1302","2012",26525
"Chatham-Kent, Ontario","Chatham-Kent","Ontario","3536","2012",106004
"Coaticook, Quebec","Coaticook","Quebec","2444","2012",18804
"Cochrane, Ontario","Cochrane","Ontario","3556","2012",83062
"Colchester, Nova Scotia","Colchester","Nova Scotia","1210","2012",52013
"Columbia-Shuswap, British Columbia","Columbia-Shuswap","British Columbia","5939","2012",51069
"Comox Valley, British Columbia","Comox Valley","British Columbia","5926","2012",65062
"Cowichan Valley, British Columbia","Cowichan Valley","British Columbia","5919","2012",81897
"Cumberland, Nova Scotia","Cumberland","Nova Scotia","1211","2012",31545
"D'Autray, Quebec","D'Autray","Quebec","2452","2012",42134
"Deux-Montagnes, Quebec","Deux-Montagnes","Quebec","2472","2012",98795
"Digby, Nova Scotia","Digby","Nova Scotia","1203","2012",18030
"Division No. 1, Alberta","Division No. 1","Alberta","4801","2012",82299
"Division No. 1, Manitoba","Division No. 1","Manitoba","4601","2012",17574
